51	6	779
1	180.0	493.0	6399	2598	0.03
2	458.0	481.0	42	63	0	21	0.03
3	342.0	231.0	34	51	0	17	0.04
4	291.0	167.0	128	192	0	64	0.05
5	60.0	281.0	27	54	0	27	0.04
6	326.0	40.0	28	56	0	28	0.05
7	361.0	76.0	170	255	0	85	0.02
8	462.0	196.0	84	168	0	84	0.05
9	384.0	410.0	10	20	0	10	0.05
10	207.0	232.0	53	106	0	53	0.04
11	364.0	81.0	51	102	0	51	0.02
12	268.0	209.0	160	240	0	80	0.05
13	121.0	41.0	26	39	0	13	0.03
14	50.0	162.0	39	78	0	39	0.04
15	494.0	50.0	34	51	0	17	0.04
16	318.0	187.0	95	190	0	95	0.03
17	367.0	257.0	74	111	0	37	0.03
18	260.0	279.0	32	64	0	32	0.03
19	274.0	141.0	48	72	0	24	0.02
20	364.0	304.0	33	66	0	33	0.02
21	74.0	54.0	70	140	0	70	0.04
22	357.0	276.0	100	150	0	50	0.02
23	171.0	133.0	88	132	0	44	0.03
24	245.0	326.0	19	38	0	19	0.03
25	447.0	377.0	97	194	0	97	0.02
26	497.0	78.0	84	168	0	84	0.02
27	22.0	382.0	72	108	0	36	0.03
28	438.0	238.0	55	110	0	55	0.04
29	174.0	307.0	54	81	0	27	0.04
30	301.0	223.0	96	192	0	96	0.01
31	258.0	291.0	56	112	0	56	0.03
32	33.0	291.0	104	156	0	52	0.01
33	145.0	381.0	79	158	0	79	0.01
34	193.0	489.0	37	74	0	37	0.02
35	493.0	223.0	80	160	0	80	0.04
36	188.0	253.0	150	225	0	75	0.03
37	179.0	21.0	16	32	0	16	0.04
38	139.0	281.0	196	294	0	98	0.04
39	252.0	148.0	43	86	0	43	0.03
40	385.0	9.0	78	117	0	39	0.02
41	403.0	439.0	33	66	0	33	0.02
42	203.0	396.0	122	183	0	61	0.02
43	82.0	56.0	192	288	0	96	0.02
44	219.0	284.0	142	213	0	71	0.04
45	45.0	318.0	57	114	0	57	0.03
46	122.0	483.0	166	249	0	83	0.04
47	303.0	117.0	12	24	0	12	0.03
48	212.0	224.0	13	26	0	13	0.02
49	100.0	55.0	140	210	0	70	0.04
50	27.0	178.0	86	129	0	43	0.04
51	150.0	360.0	96	192	0	96	0.02
