201	6	8793
1	90.0	170.0	29604	11725	0.03
2	93.0	117.0	66	99	0	33	0.04
3	386.0	193.0	48	96	0	48	0.01
4	302.0	291.0	53	106	0	53	0.02
5	159.0	205.0	54	81	0	27	0.04
6	219.0	45.0	172	258	0	86	0.03
7	361.0	389.0	46	92	0	46	0.05
8	101.0	496.0	63	126	0	63	0.03
9	93.0	64.0	98	196	0	98	0.03
10	37.0	446.0	130	195	0	65	0.04
11	209.0	117.0	156	234	0	78	0.04
12	258.0	115.0	162	243	0	81	0.03
13	206.0	283.0	174	261	0	87	0.03
14	52.0	6.0	44	88	0	44	0.04
15	206.0	326.0	62	124	0	62	0.01
16	102.0	360.0	51	102	0	51	0.03
17	237.0	194.0	28	56	0	28	0.03
18	470.0	111.0	124	186	0	62	0.02
19	6.0	272.0	26	52	0	26	0.04
20	278.0	445.0	162	243	0	81	0.02
21	71.0	342.0	29	58	0	29	0.02
22	199.0	237.0	40	80	0	40	0.04
23	464.0	316.0	93	186	0	93	0.04
24	3.0	31.0	54	108	0	54	0.03
25	359.0	415.0	64	96	0	32	0.05
26	336.0	228.0	33	66	0	33	0.03
27	456.0	295.0	120	180	0	60	0.04
28	277.0	320.0	88	132	0	44	0.01
29	311.0	365.0	73	146	0	73	0.02
30	311.0	306.0	93	186	0	93	0.01
31	74.0	35.0	122	183	0	61	0.02
32	368.0	373.0	150	225	0	75	0.02
33	423.0	169.0	66	99	0	33	0.02
34	16.0	5.0	59	118	0	59	0.05
35	61.0	175.0	136	204	0	68	0.04
36	293.0	116.0	77	154	0	77	0.03
37	275.0	483.0	98	147	0	49	0.04
38	396.0	475.0	58	116	0	58	0.02
39	261.0	395.0	87	174	0	87	0.04
40	389.0	180.0	118	177	0	59	0.02
41	293.0	319.0	50	75	0	25	0.05
42	362.0	407.0	78	156	0	78	0.04
43	355.0	154.0	83	166	0	83	0.03
44	225.0	415.0	56	112	0	56	0.01
45	233.0	228.0	61	122	0	61	0.01
46	382.0	92.0	132	198	0	66	0.03
47	13.0	452.0	25	50	0	25	0.04
