26	3	1014
1	255.0	230.0	3231	1353	0.03
2	498.0	404.0	17	34	0	17	0.02
3	185.0	56.0	110	165	0	55	0.02
4	330.0	7.0	38	76	0	38	0.02
5	230.0	317.0	44	88	0	44	0.02
6	453.0	269.0	94	188	0	94	0.04
7	184.0	364.0	29	58	0	29	0.05
8	211.0	90.0	186	279	0	93	0.02
9	93.0	224.0	26	52	0	26	0.02
10	90.0	8.0	66	132	0	66	0.03
11	325.0	489.0	99	198	0	99	0.02
12	380.0	271.0	71	142	0	71	0.04
13	232.0	163.0	90	135	0	45	0.02
14	379.0	126.0	110	165	0	55	0.03
15	322.0	20.0	124	186	0	62	0.02
16	314.0	265.0	29	58	0	29	0.02
17	455.0	322.0	134	201	0	67	0.04
18	474.0	419.0	98	196	0	98	0.02
19	14.0	241.0	20	40	0	20	0.02
20	182.0	330.0	122	183	0	61	0.04
21	41.0	386.0	16	32	0	16	0.04
22	276.0	307.0	45	90	0	45	0.03
23	94.0	246.0	112	168	0	56	0.03
24	288.0	358.0	63	126	0	63	0.02
25	319.0	244.0	62	93	0	31	0.04
26	1.0	66.0	73	146	0	73	0.01
